32 primary inputs
32 primary outputs
256 AND gates
32 NOT gates
2128 NOR gates

Fanout...
AND-545: OUTPUT-545
NOR-1581: OUTPUT-1581
NOR-1901: OUTPUT-1901
NOR-2223: OUTPUT-2223
NOR-2548: OUTPUT-2548
NOR-2877: OUTPUT-2877
NOR-3211: OUTPUT-3211
NOR-3552: OUTPUT-3552
NOR-3895: OUTPUT-3895
NOR-4241: OUTPUT-4241
NOR-4591: OUTPUT-4591
NOR-4946: OUTPUT-4946
NOR-5308: OUTPUT-5308
NOR-5672: OUTPUT-5672
NOR-5971: OUTPUT-5971
NOR-6123: OUTPUT-6123
NOR-6150: OUTPUT-6150
NOR-6160: OUTPUT-6160
NOR-6170: OUTPUT-6170
NOR-6180: OUTPUT-6180
NOR-6190: OUTPUT-6190
NOR-6200: OUTPUT-6200
NOR-6210: OUTPUT-6210
NOR-6220: OUTPUT-6220
NOR-6230: OUTPUT-6230
NOR-6240: OUTPUT-6240
NOR-6250: OUTPUT-6250
NOR-6260: OUTPUT-6260
NOR-6270: OUTPUT-6270
NOR-6280: OUTPUT-6280
NOR-6287: OUTPUT-6287
NOR-6288: OUTPUT-6288
AND-546: NOR-1446, NOR-1507
NOR-2988: NOR-2926, NOR-2808
NOR-2989: NOR-2881, NOR-2930
NOR-2990: NOR-2930, NOR-2813
NOR-2991: NOR-2884, NOR-2934
NOR-2992: NOR-2934, NOR-2818
NOR-2993: NOR-2887, NOR-2938
NOR-2994: NOR-2938, NOR-2823
NOR-2995: NOR-2890, NOR-2942
NOR-2996: NOR-2942, NOR-2828
NOR-2997: NOR-2893, NOR-2946
NOR-2998: NOR-2946, NOR-2833
NOR-2999: NOR-2896, NOR-2950
NOR-3000: NOR-2950, NOR-2838
NOR-3001: NOR-2899, NOR-2954
NOR-3002: NOR-2954, NOR-2843
NOR-3003: NOR-2902, NOR-2958
NOR-3004: NOR-2958, NOR-2848
NOR-3005: NOR-2905, NOR-2962
NOR-3006: NOR-2962, NOR-2853
NOR-3007: NOR-2966, NOR-2967
NOR-3010: NOR-2968, AND-1089
NOR-3014: NOR-2914, NOR-2971
NOR-3015: NOR-2971, AND-1137
NOR-3016: NOR-2797, NOR-2971
NOR-3019: NOR-2975, NOR-2976
NOR-3022: NOR-2980, NOR-2977
NOR-3026: AND-1281, NOR-2983
NOR-3027: NOR-2983, NOR-2923
NOR-3028: NOR-2987, NOR-2988
NOR-3031: NOR-2989, NOR-2990
NOR-3034: NOR-2991, NOR-2992
NOR-3037: NOR-2993, NOR-2994
NOR-3040: NOR-2995, NOR-2996
NOR-3043: NOR-2997, NOR-2998
NOR-3046: NOR-2999, NOR-3000
NOR-3049: NOR-3001, NOR-3002
NOR-3052: NOR-3003, NOR-3004
NOR-3055: NOR-3005, NOR-3006
NOR-3058: NOR-3007, AND-1041
NOR-3062: NOR-2968, NOR-3010
NOR-3063: NOR-3010, AND-1089
NOR-3064: NOR-2864, NOR-3010
NOR-3067: NOR-3014, NOR-3015
NOR-3070: NOR-3019, NOR-3016
NOR-3074: NOR-2980, NOR-3022
NOR-3075: NOR-3022, NOR-2977
NOR-3076: NOR-3026, NOR-3027
NOR-3079: NOR-3028, AND-561
NOR-3083: NOR-3031, AND-609
NOR-3087: NOR-3034, AND-657
NOR-3091: NOR-3037, AND-705
NOR-3095: NOR-3040, AND-753
NOR-3099: NOR-3043, AND-801
NOR-3103: NOR-3046, AND-849
NOR-3107: NOR-3049, AND-897
NOR-3111: NOR-3052, AND-945
NOR-3115: NOR-3055, AND-993
NOR-3119: NOR-3007, NOR-3058
NOR-3120: NOR-3058, AND-1041
NOR-3121: NOR-2908, NOR-3058
NOR-3124: NOR-3062, NOR-3063
NOR-3127: NOR-3067, NOR-3064
NOR-3131: NOR-3019, NOR-3070
NOR-3132: NOR-3070, NOR-3016
NOR-3133: NOR-3074, NOR-3075
NOR-3136: NOR-3076, AND-1236
NOR-3140: NOR-3028, NOR-3079
NOR-3141: NOR-3079, AND-561
NOR-3142: NOR-2926, NOR-3079
NOR-3145: NOR-3031, NOR-3083
NOR-3146: NOR-3083, AND-609
NOR-3147: NOR-2930, NOR-3083
NOR-3150: NOR-3034, NOR-3087
NOR-3151: NOR-3087, AND-657
NOR-3152: NOR-2934, NOR-3087
NOR-3155: NOR-3037, NOR-3091
NOR-3156: NOR-3091, AND-705
NOR-3157: NOR-2938, NOR-3091
NOR-3160: NOR-3040, NOR-3095
NOR-3161: NOR-3095, AND-753
NOR-3162: NOR-2942, NOR-3095
NOR-3165: NOR-3043, NOR-3099
NOR-3166: NOR-3099, AND-801
NOR-3167: NOR-2946, NOR-3099
NOR-3170: NOR-3046, NOR-3103
NOR-3171: NOR-3103, AND-849
NOR-3172: NOR-2950, NOR-3103
NOR-3175: NOR-3049, NOR-3107
NOR-3176: NOR-3107, AND-897
NOR-3177: NOR-2954, NOR-3107
NOR-3180: NOR-3052, NOR-3111
NOR-3181: NOR-3111, AND-945
NOR-3182: NOR-2958, NOR-3111
NOR-3185: NOR-3055, NOR-3115
NOR-3186: NOR-3115, AND-993
NOR-3187: NOR-2962, NOR-3115
NOR-3190: NOR-3119, NOR-3120
NOR-3193: NOR-3124, NOR-3121
NOR-3197: NOR-3067, NOR-3127
NOR-3198: NOR-3127, NOR-3064
NOR-3199: NOR-3131, NOR-3132
NOR-3202: NOR-3133, AND-1188
NOR-3206: NOR-3076, NOR-3136
NOR-3207: NOR-3136, AND-1236
NOR-3208: NOR-2983, NOR-3136
NOR-3212: NOR-3145, NOR-3146
NOR-3215: NOR-3150, NOR-3151
NOR-3218: NOR-3155, NOR-3156
NOR-3221: NOR-3160, NOR-3161
NOR-3224: NOR-3165, NOR-3166
NOR-3227: NOR-3170, NOR-3171
NOR-3230: NOR-3175, NOR-3176
NOR-3233: NOR-3180, NOR-3181
NOR-3236: NOR-3185, NOR-3186
NOR-3239: NOR-3190, NOR-3187
NOR-3243: NOR-3124, NOR-3193
NOR-3244: NOR-3193, NOR-3121
NOR-3245: NOR-3197, NOR-3198
NOR-3248: NOR-3199, AND-1140
NOR-3252: NOR-3133, NOR-3202
NOR-3253: NOR-3202, AND-1188
NOR-3254: NOR-3022, NOR-3202
NOR-3257: NOR-3206, NOR-3207
NOR-3260: AND-1284, NOR-3208
NOR-3264: NOR-3212, NOR-3142
NOR-3268: NOR-3215, NOR-3147
NOR-3272: NOR-3218, NOR-3152
NOR-3276: NOR-3221, NOR-3157
NOR-3280: NOR-3224, NOR-3162
NOR-3284: NOR-3227, NOR-3167
NOR-3288: NOR-3230, NOR-3172
NOR-3292: NOR-3233, NOR-3177
NOR-3296: NOR-3236, NOR-3182
NOR-3300: NOR-3190, NOR-3239
NOR-3301: NOR-3239, NOR-3187
NOR-3302: NOR-3243, NOR-3244
NOR-3305: NOR-3245, AND-1092
NOR-3309: NOR-3199, NOR-3248
NOR-3310: NOR-3248, AND-1140
NOR-3311: NOR-3070, NOR-3248
NOR-3314: NOR-3252, NOR-3253
NOR-3317: NOR-3257, NOR-3254
NOR-3321: AND-1284, NOR-3260
NOR-3322: NOR-3260, NOR-3208
NOR-3323: NOR-3212, NOR-3264
NOR-3324: NOR-3264, NOR-3142
NOR-3325: NOR-3215, NOR-3268
NOR-3326: NOR-3268, NOR-3147
NOR-3327: NOR-3218, NOR-3272
NOR-3328: NOR-3272, NOR-3152
NOR-3329: NOR-3221, NOR-3276
NOR-3330: NOR-3276, NOR-3157
NOR-3331: NOR-3224, NOR-3280
NOR-3332: NOR-3280, NOR-3162
NOR-3333: NOR-3227, NOR-3284
NOR-3334: NOR-3284, NOR-3167
NOR-3335: NOR-3230, NOR-3288
NOR-3336: NOR-3288, NOR-3172
NOR-3337: NOR-3233, NOR-3292
NOR-3338: NOR-3292, NOR-3177
NOR-3339: NOR-3236, NOR-3296
NOR-3340: NOR-3296, NOR-3182
NOR-3341: NOR-3300, NOR-3301
NOR-3344: NOR-3302, AND-1044
NOR-3348: NOR-3245, NOR-3305
NOR-3349: NOR-3305, AND-1092
NOR-3350: NOR-3127, NOR-3305
NOR-3353: NOR-3309, NOR-3310
NOR-3356: NOR-3314, NOR-3311
NOR-3360: NOR-3257, NOR-3317
NOR-3361: NOR-3317, NOR-3254
NOR-3362: NOR-3321, NOR-3322
NOR-3365: NOR-3323, NOR-3324
NOR-3368: NOR-3325, NOR-3326
NOR-3371: NOR-3327, NOR-3328
NOR-3374: NOR-3329, NOR-3330
NOR-3377: NOR-3331, NOR-3332
NOR-3380: NOR-3333, NOR-3334
NOR-3383: NOR-3335, NOR-3336
NOR-3386: NOR-3337, NOR-3338
NOR-3389: NOR-3339, NOR-3340
NOR-3392: NOR-3341, AND-996
NOR-3396: NOR-3302, NOR-3344
NOR-3397: NOR-3344, AND-1044
NOR-3398: NOR-3193, NOR-3344
NOR-3401: NOR-3348, NOR-3349
NOR-3404: NOR-3353, NOR-3350
NOR-3408: NOR-3314, NOR-3356
NOR-3409: NOR-3356, NOR-3311
NOR-3410: NOR-3360, NOR-3361
NOR-3413: NOR-3362, AND-1239
NOR-3417: NOR-3365, AND-564
NOR-3421: NOR-3368, AND-612
NOR-3425: NOR-3371, AND-660
NOR-3429: NOR-3374, AND-708
NOR-3433: NOR-3377, AND-756
NOR-3437: NOR-3380, AND-804
NOR-3441: NOR-3383, AND-852
NOR-3445: NOR-3386, AND-900
NOR-3449: NOR-3389, AND-948
NOR-3453: NOR-3341, NOR-3392
NOR-3454: NOR-3392, AND-996
NOR-3455: NOR-3239, NOR-3392
NOR-3458: NOR-3396, NOR-3397
NOR-3461: NOR-3401, NOR-3398
NOR-3465: NOR-3353, NOR-3404
NOR-3466: NOR-3404, NOR-3350
NOR-3467: NOR-3408, NOR-3409
NOR-3470: NOR-3410, AND-1191
NOR-3474: NOR-3362, NOR-3413
NOR-3475: NOR-3413, AND-1239
NOR-3476: NOR-3260, NOR-3413
NOR-3479: NOR-3365, NOR-3417
NOR-3480: NOR-3417, AND-564
NOR-3481: NOR-3264, NOR-3417
NOR-3484: NOR-3368, NOR-3421
NOR-3485: NOR-3421, AND-612
NOR-3486: NOR-3268, NOR-3421
NOR-3489: NOR-3371, NOR-3425
NOR-3490: NOR-3425, AND-660
NOR-3491: NOR-3272, NOR-3425
NOR-3494: NOR-3374, NOR-3429
NOR-3495: NOR-3429, AND-708
NOR-3496: NOR-3276, NOR-3429
NOR-3499: NOR-3377, NOR-3433
NOR-3500: NOR-3433, AND-756
NOR-3501: NOR-3280, NOR-3433
NOR-3504: NOR-3380, NOR-3437
NOR-3505: NOR-3437, AND-804
NOR-3506: NOR-3284, NOR-3437
NOR-3509: NOR-3383, NOR-3441
NOR-3510: NOR-3441, AND-852
NOR-3511: NOR-3288, NOR-3441
NOR-3514: NOR-3386, NOR-3445
NOR-3515: NOR-3445, AND-900
NOR-3516: NOR-3292, NOR-3445
NOR-3519: NOR-3389, NOR-3449
NOR-3520: NOR-3449, AND-948
NOR-3521: NOR-3296, NOR-3449
NOR-3524: NOR-3453, NOR-3454
NOR-3527: NOR-3458, NOR-3455
NOR-3531: NOR-3401, NOR-3461
NOR-3532: NOR-3461, NOR-3398
NOR-3533: NOR-3465, NOR-3466
NOR-3536: NOR-3467, AND-1143
NOR-3540: NOR-3410, NOR-3470
NOR-3541: NOR-3470, AND-1191
NOR-3542: NOR-3317, NOR-3470
NOR-3545: NOR-3474, NOR-3475
NOR-3548: AND-1287, NOR-3476
NOR-3553: NOR-3484, NOR-3485
NOR-3556: NOR-3489, NOR-3490
NOR-3559: NOR-3494, NOR-3495
NOR-3562: NOR-3499, NOR-3500
NOR-3565: NOR-3504, NOR-3505
NOR-3568: NOR-3509, NOR-3510
NOR-3571: NOR-3514, NOR-3515
NOR-3574: NOR-3519, NOR-3520
NOR-3577: NOR-3524, NOR-3521
NOR-3581: NOR-3458, NOR-3527
NOR-3582: NOR-3527, NOR-3455
NOR-3583: NOR-3531, NOR-3532
NOR-3586: NOR-3533, AND-1095
NOR-3590: NOR-3467, NOR-3536
NOR-3591: NOR-3536, AND-1143
NOR-3592: NOR-3356, NOR-3536
NOR-3595: NOR-3540, NOR-3541
NOR-3598: NOR-3545, NOR-3542
NOR-3602: AND-1287, NOR-3548
NOR-3603: NOR-3548, NOR-3476
NOR-3604: NOR-3553, NOR-3481
NOR-3608: NOR-3556, NOR-3486
NOR-3612: NOR-3559, NOR-3491
NOR-3616: NOR-3562, NOR-3496
NOR-3620: NOR-3565, NOR-3501
NOR-3624: NOR-3568, NOR-3506
NOR-3628: NOR-3571, NOR-3511
NOR-3632: NOR-3574, NOR-3516
NOR-3636: NOR-3524, NOR-3577
NOR-3637: NOR-3577, NOR-3521
NOR-3638: NOR-3581, NOR-3582
NOR-3641: NOR-3583, AND-1047
NOR-3645: NOR-3533, NOR-3586
NOR-3646: NOR-3586, AND-1095
NOR-3647: NOR-3404, NOR-3586
NOR-3650: NOR-3590, NOR-3591
NOR-3653: NOR-3595, NOR-3592
NOR-3657: NOR-3545, NOR-3598
NOR-3658: NOR-3598, NOR-3542
NOR-3659: NOR-3602, NOR-3603
NOR-3662: NOR-3553, NOR-3604
NOR-3663: NOR-3604, NOR-3481
NOR-3664: NOR-3556, NOR-3608
NOR-3665: NOR-3608, NOR-3486
NOR-3666: NOR-3559, NOR-3612
NOR-3667: NOR-3612, NOR-3491
NOR-3668: NOR-3562, NOR-3616
NOR-3669: NOR-3616, NOR-3496
NOR-3670: NOR-3565, NOR-3620
NOR-3671: NOR-3620, NOR-3501
NOR-3672: NOR-3568, NOR-3624
NOR-3673: NOR-3624, NOR-3506
NOR-3674: NOR-3571, NOR-3628
NOR-3675: NOR-3628, NOR-3511
NOR-3676: NOR-3574, NOR-3632
NOR-3677: NOR-3632, NOR-3516
NOR-3678: NOR-3636, NOR-3637
NOR-3681: NOR-3638, AND-999
NOR-3685: NOR-3583, NOR-3641
NOR-3686: NOR-3641, AND-1047
NOR-3687: NOR-3461, NOR-3641
NOR-3690: NOR-3645, NOR-3646
NOR-3693: NOR-3650, NOR-3647
NOR-3697: NOR-3595, NOR-3653
NOR-3698: NOR-3653, NOR-3592
NOR-3699: NOR-3657, NOR-3658
NOR-3702: NOR-3659, AND-1242
NOR-3706: NOR-3662, NOR-3663
NOR-3709: NOR-3664, NOR-3665
NOR-3712: NOR-3666, NOR-3667
NOR-3715: NOR-3668, NOR-3669
NOR-3718: NOR-3670, NOR-3671
NOR-3721: NOR-3672, NOR-3673
NOR-3724: NOR-3674, NOR-3675
NOR-3727: NOR-3676, NOR-3677
NOR-3730: NOR-3678, AND-951
NOR-3734: NOR-3638, NOR-3681
NOR-3735: NOR-3681, AND-999
NOR-3736: NOR-3527, NOR-3681
NOR-3739: NOR-3685, NOR-3686
NOR-3742: NOR-3690, NOR-3687
NOR-3746: NOR-3650, NOR-3693
NOR-3747: NOR-3693, NOR-3647
NOR-3748: NOR-3697, NOR-3698
NOR-3751: NOR-3699, AND-1194
NOR-3755: NOR-3659, NOR-3702
NOR-3756: NOR-3702, AND-1242
NOR-3757: NOR-3548, NOR-3702
NOR-3760: NOR-3706, AND-567
NOR-3764: NOR-3709, AND-615
NOR-3768: NOR-3712, AND-663
NOR-3772: NOR-3715, AND-711
NOR-3776: NOR-3718, AND-759
NOR-3780: NOR-3721, AND-807
NOR-3784: NOR-3724, AND-855
NOR-3788: NOR-3727, AND-903
NOR-3792: NOR-3678, NOR-3730
NOR-3793: NOR-3730, AND-951
NOR-3794: NOR-3577, NOR-3730
NOR-3797: NOR-3734, NOR-3735
NOR-3800: NOR-3739, NOR-3736
NOR-3804: NOR-3690, NOR-3742
NOR-3805: NOR-3742, NOR-3687
NOR-3806: NOR-3746, NOR-3747
NOR-3809: NOR-3748, AND-1146
NOR-3813: NOR-3699, NOR-3751
NOR-3814: NOR-3751, AND-1194
NOR-3815: NOR-3598, NOR-3751
NOR-3818: NOR-3755, NOR-3756
NOR-3821: AND-1290, NOR-3757
NOR-3825: NOR-3706, NOR-3760
NOR-3826: NOR-3760, AND-567
NOR-3827: NOR-3604, NOR-3760
NOR-3830: NOR-3709, NOR-3764
NOR-3831: NOR-3764, AND-615
NOR-3832: NOR-3608, NOR-3764
NOR-3835: NOR-3712, NOR-3768
NOR-3836: NOR-3768, AND-663
NOR-3837: NOR-3612, NOR-3768
NOR-3840: NOR-3715, NOR-3772
NOR-3841: NOR-3772, AND-711
NOR-3842: NOR-3616, NOR-3772
NOR-3845: NOR-3718, NOR-3776
NOR-3846: NOR-3776, AND-759
NOR-3847: NOR-3620, NOR-3776
NOR-3850: NOR-3721, NOR-3780
NOR-3851: NOR-3780, AND-807
NOR-3852: NOR-3624, NOR-3780
NOR-3855: NOR-3724, NOR-3784
NOR-3856: NOR-3784, AND-855
NOR-3857: NOR-3628, NOR-3784
NOR-3860: NOR-3727, NOR-3788
NOR-3861: NOR-3788, AND-903
NOR-3862: NOR-3632, NOR-3788
NOR-3865: NOR-3792, NOR-3793
NOR-3868: NOR-3797, NOR-3794
NOR-3872: NOR-3739, NOR-3800
NOR-3873: NOR-3800, NOR-3736
NOR-3874: NOR-3804, NOR-3805
NOR-3877: NOR-3806, AND-1098
NOR-3881: NOR-3748, NOR-3809
NOR-3882: NOR-3809, AND-1146
NOR-3883: NOR-3653, NOR-3809
NOR-3886: NOR-3813, NOR-3814
NOR-3889: NOR-3818, NOR-3815
NOR-3893: AND-1290, NOR-3821
NOR-3894: NOR-3821, NOR-3757
NOR-3896: NOR-3830, NOR-3831
NOR-3899: NOR-3835, NOR-3836
NOR-3902: NOR-3840, NOR-3841
NOR-3905: NOR-3845, NOR-3846
NOR-3908: NOR-3850, NOR-3851
NOR-3911: NOR-3855, NOR-3856
NOR-3914: NOR-3860, NOR-3861
NOR-3917: NOR-3865, NOR-3862
NOR-3921: NOR-3797, NOR-3868
NOR-3922: NOR-3868, NOR-3794
NOR-3923: NOR-3872, NOR-3873
NOR-3926: NOR-3874, AND-1050
NOR-3930: NOR-3806, NOR-3877
NOR-3931: NOR-3877, AND-1098
NOR-3932: NOR-3693, NOR-3877
NOR-3935: NOR-3881, NOR-3882
NOR-3938: NOR-3886, NOR-3883
NOR-3942: NOR-3818, NOR-3889
NOR-3943: NOR-3889, NOR-3815
NOR-3944: NOR-3893, NOR-3894
NOR-3947: NOR-3896, NOR-3827
NOR-3951: NOR-3899, NOR-3832
NOR-3955: NOR-3902, NOR-3837
NOR-3959: NOR-3905, NOR-3842
NOR-3963: NOR-3908, NOR-3847
NOR-3967: NOR-3911, NOR-3852
NOR-3971: NOR-3914, NOR-3857
NOR-3975: NOR-3865, NOR-3917
NOR-3976: NOR-3917, NOR-3862
NOR-3977: NOR-3921, NOR-3922
NOR-3980: NOR-3923, AND-1002
NOR-3984: NOR-3874, NOR-3926
NOR-3985: NOR-3926, AND-1050
NOR-3986: NOR-3742, NOR-3926
NOR-3989: NOR-3930, NOR-3931
NOR-3992: NOR-3935, NOR-3932
NOR-3996: NOR-3886, NOR-3938
NOR-3997: NOR-3938, NOR-3883
NOR-3998: NOR-3942, NOR-3943
NOR-4001: NOR-3944, AND-1245
NOR-4005: NOR-3896, NOR-3947
NOR-4006: NOR-3947, NOR-3827
NOR-4007: NOR-3899, NOR-3951
NOR-4008: NOR-3951, NOR-3832
NOR-4009: NOR-3902, NOR-3955
NOR-4010: NOR-3955, NOR-3837
NOR-4011: NOR-3905, NOR-3959
NOR-4012: NOR-3959, NOR-3842
NOR-4013: NOR-3908, NOR-3963
NOR-4014: NOR-3963, NOR-3847
NOR-4015: NOR-3911, NOR-3967
NOR-4016: NOR-3967, NOR-3852
NOR-4017: NOR-3914, NOR-3971
NOR-4018: NOR-3971, NOR-3857
NOR-4019: NOR-3975, NOR-3976
NOR-4022: NOR-3977, AND-954
NOR-4026: NOR-3923, NOR-3980
NOR-4027: NOR-3980, AND-1002
NOR-4028: NOR-3800, NOR-3980
NOR-4031: NOR-3984, NOR-3985
NOR-4034: NOR-3989, NOR-3986
NOR-4038: NOR-3935, NOR-3992
NOR-4039: NOR-3992, NOR-3932
NOR-4040: NOR-3996, NOR-3997
NOR-4043: NOR-3998, AND-1197
NOR-4047: NOR-3944, NOR-4001
NOR-4048: NOR-4001, AND-1245
NOR-4049: NOR-3821, NOR-4001
NOR-4052: NOR-4005, NOR-4006
NOR-4055: NOR-4007, NOR-4008
NOR-4058: NOR-4009, NOR-4010
NOR-4061: NOR-4011, NOR-4012
NOR-4064: NOR-4013, NOR-4014
NOR-4067: NOR-4015, NOR-4016
NOR-4070: NOR-4017, NOR-4018
NOR-4073: NOR-4019, AND-906
NOR-4077: NOR-3977, NOR-4022
NOR-4078: NOR-4022, AND-954
NOR-4079: NOR-3868, NOR-4022
NOR-4082: NOR-4026, NOR-4027
NOR-4085: NOR-4031, NOR-4028
NOR-4089: NOR-3989, NOR-4034
NOR-4090: NOR-4034, NOR-3986
NOR-4091: NOR-4038, NOR-4039
NOR-4094: NOR-4040, AND-1149
NOR-4098: NOR-3998, NOR-4043
NOR-4099: NOR-4043, AND-1197
NOR-4100: NOR-3889, NOR-4043
NOR-4103: NOR-4047, NOR-4048
NOR-4106: AND-1293, NOR-4049
NOR-4110: NOR-4052, AND-570
NOR-4114: NOR-4055, AND-618
NOR-4118: NOR-4058, AND-666
NOR-4122: NOR-4061, AND-714
NOR-4126: NOR-4064, AND-762
NOR-4130: NOR-4067, AND-810
NOR-4134: NOR-4070, AND-858
NOR-4138: NOR-4019, NOR-4073
NOR-4139: NOR-4073, AND-906
NOR-4140: NOR-3917, NOR-4073
NOR-4143: NOR-4077, NOR-4078
NOR-4146: NOR-4082, NOR-4079
NOR-4150: NOR-4031, NOR-4085
NOR-4151: NOR-4085, NOR-4028
NOR-4152: NOR-4089, NOR-4090
NOR-4155: NOR-4091, AND-1101
NOR-4159: NOR-4040, NOR-4094
NOR-4160: NOR-4094, AND-1149
NOR-4161: NOR-3938, NOR-4094
NOR-4164: NOR-4098, NOR-4099
NOR-4167: NOR-4103, NOR-4100
NOR-4171: AND-1293, NOR-4106
NOR-4172: NOR-4106, NOR-4049
NOR-4173: NOR-4052, NOR-4110
NOR-4174: NOR-4110, AND-570
NOR-4175: NOR-3947, NOR-4110
NOR-4178: NOR-4055, NOR-4114
NOR-4179: NOR-4114, AND-618
NOR-4180: NOR-3951, NOR-4114
NOR-4183: NOR-4058, NOR-4118
NOR-4184: NOR-4118, AND-666
NOR-4185: NOR-3955, NOR-4118
NOR-4188: NOR-4061, NOR-4122
NOR-4189: NOR-4122, AND-714
NOR-4190: NOR-3959, NOR-4122
NOR-4193: NOR-4064, NOR-4126
NOR-4194: NOR-4126, AND-762
NOR-4195: NOR-3963, NOR-4126
NOR-4198: NOR-4067, NOR-4130
NOR-4199: NOR-4130, AND-810
NOR-4200: NOR-3967, NOR-4130
NOR-4203: NOR-4070, NOR-4134
NOR-4204: NOR-4134, AND-858
NOR-4205: NOR-3971, NOR-4134
NOR-4208: NOR-4138, NOR-4139
NOR-4211: NOR-4143, NOR-4140
NOR-4215: NOR-4082, NOR-4146
NOR-4216: NOR-4146, NOR-4079
NOR-4217: NOR-4150, NOR-4151
NOR-4220: NOR-4152, AND-1053
NOR-4224: NOR-4091, NOR-4155
NOR-4225: NOR-4155, AND-1101
NOR-4226: NOR-3992, NOR-4155
NOR-4229: NOR-4159, NOR-4160
NOR-4232: NOR-4164, NOR-4161
NOR-4236: NOR-4103, NOR-4167
NOR-4237: NOR-4167, NOR-4100
NOR-4238: NOR-4171, NOR-4172
NOR-4242: NOR-4178, NOR-4179
NOR-4245: NOR-4183, NOR-4184
NOR-4248: NOR-4188, NOR-4189
NOR-4251: NOR-4193, NOR-4194
NOR-4254: NOR-4198, NOR-4199
NOR-4257: NOR-4203, NOR-4204
NOR-4260: NOR-4208, NOR-4205
NOR-4264: NOR-4143, NOR-4211
NOR-4265: NOR-4211, NOR-4140
NOR-4266: NOR-4215, NOR-4216
NOR-4269: NOR-4217, AND-1005
NOR-4273: NOR-4152, NOR-4220
NOR-4274: NOR-4220, AND-1053
NOR-4275: NOR-4034, NOR-4220
NOR-4278: NOR-4224, NOR-4225
NOR-4281: NOR-4229, NOR-4226
NOR-4285: NOR-4164, NOR-4232
NOR-4286: NOR-4232, NOR-4161
NOR-4287: NOR-4236, NOR-4237
NOR-4290: NOR-4238, AND-1248
NOR-4294: NOR-4242, NOR-4175
NOR-4298: NOR-4245, NOR-4180
NOR-4302: NOR-4248, NOR-4185
NOR-4306: NOR-4251, NOR-4190
NOR-4310: NOR-4254, NOR-4195
NOR-4314: NOR-4257, NOR-4200
NOR-4318: NOR-4208, NOR-4260
NOR-4319: NOR-4260, NOR-4205
NOR-4320: NOR-4264, NOR-4265
NOR-4323: NOR-4266, AND-957
NOR-4327: NOR-4217, NOR-4269
NOR-4328: NOR-4269, AND-1005
NOR-4329: NOR-4085, NOR-4269
NOR-4332: NOR-4273, NOR-4274
NOR-4335: NOR-4278, NOR-4275
NOR-4339: NOR-4229, NOR-4281
NOR-4340: NOR-4281, NOR-4226
NOR-4341: NOR-4285, NOR-4286
NOR-4344: NOR-4287, AND-1200
NOR-4348: NOR-4238, NOR-4290
NOR-4349: NOR-4290, AND-1248
NOR-4350: NOR-4106, NOR-4290
NOR-4353: NOR-4242, NOR-4294
NOR-4354: NOR-4294, NOR-4175
NOR-4355: NOR-4245, NOR-4298
NOR-4356: NOR-4298, NOR-4180
NOR-4357: NOR-4248, NOR-4302
NOR-4358: NOR-4302, NOR-4185
NOR-4359: NOR-4251, NOR-4306
NOR-4360: NOR-4306, NOR-4190
NOR-4361: NOR-4254, NOR-4310
NOR-4362: NOR-4310, NOR-4195
NOR-4363: NOR-4257, NOR-4314
NOR-4364: NOR-4314, NOR-4200
NOR-4365: NOR-4318, NOR-4319
NOR-4368: NOR-4320, AND-909
NOR-4372: NOR-4266, NOR-4323
NOR-4373: NOR-4323, AND-957
NOR-4374: NOR-4146, NOR-4323
NOR-4377: NOR-4327, NOR-4328
NOR-4380: NOR-4332, NOR-4329
NOR-4384: NOR-4278, NOR-4335
NOR-4385: NOR-4335, NOR-4275
NOR-4386: NOR-4339, NOR-4340
NOR-4389: NOR-4341, AND-1152
NOR-4393: NOR-4287, NOR-4344
NOR-4394: NOR-4344, AND-1200
NOR-4395: NOR-4167, NOR-4344
NOR-4398: NOR-4348, NOR-4349
NOR-4401: AND-1296, NOR-4350
NOR-4405: NOR-4353, NOR-4354
NOR-4408: NOR-4355, NOR-4356
NOR-4411: NOR-4357, NOR-4358
NOR-4414: NOR-4359, NOR-4360
NOR-4417: NOR-4361, NOR-4362
NOR-4420: NOR-4363, NOR-4364
NOR-4423: NOR-4365, AND-861
NOR-4427: NOR-4320, NOR-4368
NOR-4428: NOR-4368, AND-909
NOR-4429: NOR-4211, NOR-4368
NOR-4432: NOR-4372, NOR-4373
NOR-4435: NOR-4377, NOR-4374
NOR-4439: NOR-4332, NOR-4380
NOR-4440: NOR-4380, NOR-4329
NOR-4441: NOR-4384, NOR-4385
NOR-4444: NOR-4386, AND-1104
NOR-4448: NOR-4341, NOR-4389
NOR-4449: NOR-4389, AND-1152
NOR-4450: NOR-4232, NOR-4389
NOR-4453: NOR-4393, NOR-4394
NOR-4456: NOR-4398, NOR-4395
NOR-4460: AND-1296, NOR-4401
NOR-4461: NOR-4401, NOR-4350
NOR-4462: NOR-4405, AND-573
NOR-4466: NOR-4408, AND-621
NOR-4470: NOR-4411, AND-669
NOR-4474: NOR-4414, AND-717
NOR-4478: NOR-4417, AND-765
NOR-4482: NOR-4420, AND-813
NOR-4486: NOR-4365, NOR-4423
NOR-4487: NOR-4423, AND-861
NOR-4488: NOR-4260, NOR-4423
NOR-4491: NOR-4427, NOR-4428
NOR-4494: NOR-4432, NOR-4429
